	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
RPRD1A	0	77.38	157.25	269.89	39.18	69.18	0	167	105.03	0	141.4	34.07	46.27	196.21	0
TXN2	0	250.61	50.92	209.77	532.87	403.27	212.8	162.25	340.13	381.29	274.75	397.25	44.95	0	323.97
PIK3R1	0	55.11	78.39	92.25	33.48	14.78	46.79	89.19	0	0	45.31	72.8	98.84	95.81	0
VSIG1	0	0	246.29	276.68	0	0	0	0	0	0	0	0	0	0	0
DUSP22	0	0	44.77	0	0	59.09	0	0	0	0	0	0	0	0	0
ITIH5	7.76	26.43	196.94	258.12	13.38	0	199.5	185.39	47.83	0	482.98	698.32	387.17	631.89	113.9
NCK2	18.91	21.47	349.02	516.67	32.61	0	182.31	486.5	29.14	0	205.96	311.97	231.05	279.96	46.26
AARS2	0	77.25	122.1	116.75	39.11	80.57	12.15	125.04	0	0	35.29	0	0	74.62	0
ERMP1	24.3	64.35	158.78	153.89	167.54	875.22	0	74.39	162.19	52.45	176.37	36.43	41.22	139.85	118.84
MCAT	18.89	193.02	130.74	224.39	0	115.04	91.05	104.14	87.32	0	58.78	56.66	19.23	46.61	0
ACOT2	76.26	34.63	0	0	0	46.43	0	0	47	0	0	0	0	0	0
SELK	76.25	346.22	0	0	0	116.07	0	0	0	164.61	0	0	0	0	0
METTL3	0	28.58	217.8	164.48	0	19.16	60.67	323.82	0	0	19.58	75.51	25.63	139.76	0
NUP133	6.29	121.44	500.81	418.56	130.2	95.8	30.33	161.87	29.09	40.76	68.53	28.31	70.47	85.39	107.74
EFNB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRP2	0	0	107.13	36.77	0	23.57	87.05	0	0	0	240.84	185.72	118.2	66.84	0
XPO5	0	33.8	192.3	183.88	0	0	9.57	98.46	0	12.86	9.26	0	12.12	7.35	14.56
BRF1	10.99	12.48	12.68	0	0	0	0	0	0	0	0	0	0	0	0
CXCL12	76.1	0	351.08	180.77	393.6	347.52	122.25	419.45	0	0	355.16	0	0	375.48	0
PRKAA1	76.09	820.5	336.38	451.83	109.31	289.54	305.57	675.65	117.22	0	335.36	304.24	335.64	375.41	0
STARD7	75.31	21.37	0	67.08	32.46	85.98	0	34.59	0	0	29.29	28.23	19.17	23.22	46.05
KRT33B	0	139.56	0	0	181.68	0	0	0	162.36	0	27.32	0	0	0	0
SIRT2	18.8	85.35	173.43	267.9	0	228.9	0	241.75	57.92	40.58	146.21	28.19	306.17	208.67	0
UBE2F	0	0	88.83	91.48	66.39	0	0	0	0	0	119.82	173.24	117.61	95.01	0
WRNIP1	0	25.55	259.56	267.29	0	51.39	54.23	186.07	0	0	17.51	16.87	11.46	55.52	27.52
AKT1	58.31	165.46	252.17	363.55	25.13	288.44	163.91	267.81	22.46	31.47	158.73	87.43	222.58	323.64	71.3
PROS1	75.64	61.33	112.15	179.66	167.65	98.68	347.15	79.41	99.88	93.3	285.74	32.4	153.99	106.62	52.85
CRBN	48.18	36.46	203.73	171.65	0	48.89	0	88.51	49.48	34.67	0	0	49.04	39.62	0
SPRYD7	37.47	85.05	259.25	222.48	0	114.05	0	344.16	57.72	0	0	0	0	184.85	366.5
PDK4	1257.69	19.83	0	0	0	239.3	56.12	128.37	188.38	0	108.69	26.19	0	21.55	0
LTBP4	23.4	0	367.04	394.65	427.64	21.37	225.55	137.58	0	40.41	87.37	84.21	80.99	155.87	68.68
LZIC	75.53	42.87	566.17	762.44	130.21	114.96	0	208.14	232.71	0	587.44	566.23	345.97	652.11	184.71
DUSP27	18.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MVD	0	339.64	64.7	222.1	32.24	28.47	30.04	103.07	28.81	161.49	29.09	112.16	19.04	115.33	0
KDELC1	0	15.87	48.39	0	0	0	67.4	25.69	0	0	0	0	0	0	68.4
FTH1	0	7900.36	3351.89	2316.3	8768.45	6868.73	2641.55	6463.75	9779.81	3714.99	2795.95	2752.37	4437.88	4811.3	1964.03
CTF1	0	0	176.41	90.83	65.93	0	0	70.25	0	0	0	0	77.85	141.5	0
TSSC1	0	21.13	64.41	243.2	64.19	141.68	29.9	205.21	28.68	0	173.75	279.14	56.85	91.85	45.53
SLC9A3R2	433.91	615.67	250.21	257.67	1608.32	264.19	209.11	478.31	1002.71	46.84	269.99	162.66	66.26	508.45	53.06
FLYWCH2	55.73	0	257.11	264.77	0	0	0	204.79	0	0	173.4	0	0	68.75	0
PLA2G4A	0	0	54.91	45.24	16.42	86.97	15.3	34.99	0	0	88.88	42.84	155.1	35.24	0
ATPAF1	0	75.86	0	26.46	0	339.09	0	0	343.2	0	0	0	0	0	54.48
MCEE	0	491.43	0	51.42	0	527.2	0	397.7	333.49	0	202.04	64.92	132.22	160.2	105.88
TMEM102	74.92	17.01	0	0	335.8	136.84	457.31	330.33	207.75	64.69	233.08	292.06	305.05	203.29	36.64
AGPAT3	74.85	276.11	107.9	333.34	32.26	85.44	60.12	68.75	547.7	40.39	29.11	0	57.14	46.16	45.76
MCMBP	0	0	179.58	198.14	0	33.86	71.47	143.04	0	24.01	86.51	0	33.97	96.03	54.4
CHAF1A	15.18	0	0	27.05	0	0	0	0	11.7	0	11.81	22.77	0	0	0
WIPF1	15.84	17.98	0	18.81	54.6	72.31	50.88	203.66	0	0	0	47.49	0	19.53	116.19
MRFAP1	0	0	127.8	131.61	0	0	0	101.8	0	0	0	0	56.4	68.34	0
TMEM212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD151	0	195.38	330.85	204.42	791.32	131	599.09	158.12	441.96	61.93	669.39	559.2	876.09	424.62	210.48
RELL1	0	0	31.91	65.71	0	336.89	44.44	0	0	0	43.04	41.48	28.16	0	0
ACAP2	0	73.27	265.86	219.03	127.18	84.21	118.5	152.47	14.21	79.62	114.75	96.78	122.03	159.23	45.1
COMMD9	74.4	295.6	429.05	662.75	320.68	283.14	59.76	273.39	802.39	0	231.49	223.13	227.22	412.99	727.87
CFHR5	0	28.61	435.96	733.29	0	76.72	526.28	115.75	19.41	27.2	235.22	18.89	12.83	31.08	0
USE1	0	156.85	223.11	361.05	190.58	252.4	88.79	406.2	85.15	0	85.98	82.88	84.4	238.62	67.59
TIA1	0	42.89	174.32	157.07	32.57	28.76	212.45	173.56	29.11	0	0	198.31	57.7	93.22	46.21
STAT1	74.35	749.06	675.3	695.42	1089.58	424.42	537.49	717.18	157.51	220.71	650.61	432.02	491.99	710.78	136.38
SOX4	0	0	0	0	29.61	26.14	0	63.11	0	0	0	0	0	21.18	0
CD248	0	0	34.73	0	0	0	96.76	18.44	0	0	15.62	30.1	30.66	12.38	0
NCAM1	0	19.49	1039.35	897.02	29.59	1868.21	124.09	126.15	0	37.06	654.22	720.69	629.07	614.03	0
CDKN1B	0	0	212.06	524.1	0	0	59.07	540.5	0	0	57.21	165.42	0	136.08	0
ACAN	0	0	33.68	0	5.59	0	0	23.84	5	0	0	0	3.3	104.05	0
GFRA2	0	0	0	0	0	23.97	0	0	0	0	0	0	0	0	0
TMEM11	565.24	513.29	347.67	402.78	519.71	401.51	242.13	415.38	290.26	488.09	410.33	282.51	268.52	232.4	1013.73
NUP160	0	39.78	259.85	279.48	17.26	15.24	24.13	110.38	7.71	54.04	38.94	7.51	25.48	55.58	146.94
LINC00467	74.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFYA	0	0	76.16	78.43	0	0	0	161.76	0	0	0	0	0	27.15	0
ARHGAP22	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf88	73.99	0	0	175.76	0	0	0	135.94	0	0	115.1	221.9	0	456.35	0
VWA5A	0	42.61	184.01	167.19	97.08	214.29	195.99	620.74	28.92	60.78	496.38	464.39	248.4	231.53	137.72
EXOSC3	0	31.16	31.66	260.8	47.32	41.78	0	151.29	0	0	42.7	0	27.94	33.86	67.13
FKBP11	0	747.75	126.62	86.93	315.46	111.41	293.95	4841.01	56.38	79	341.58	329.25	111.76	361.13	1342.54
TM4SF1	37.52	0	173.1	133.7	517.53	114.23	180.84	137.88	115.62	0	58.37	0	76.4	185.14	0
NKIRAS1	0	0	0	89.09	0	0	0	0	0	0	0	0	0	46.26	0
CADM3	0	0	86.48	44.53	0	28.53	90.34	172.21	0	0	495.75	449.74	171.75	300.6	137.54
TMEM223	73.63	0	0	43.72	63.47	56.04	0	0	0	0	57.27	110.4	0	0	0
UBE2E2	0	0	252.39	259.91	0	0	0	268.04	0	0	0	0	0	44.99	0
AAK1	46.88	8.87	63.08	111.36	13.47	95.15	37.66	172.26	48.15	0	60.77	35.15	23.86	96.38	229.31
CHMP1A	0	212.27	172.54	266.52	64.48	56.93	120.16	137.43	0	0	232.72	224.32	114.22	276.8	91.47
MBP	73.53	27.82	28.27	29.11	2746.64	74.62	0	270.19	0	52.91	76.26	0	174.66	483.73	0
BAZ1B	9.5	26.96	230.06	203.07	16.38	72.3	38.15	113.44	0	0	0	28.49	4.83	52.73	23.23
COMMD4	0	127.01	258.08	310.06	64.3	170.31	59.91	137.04	517.12	483.09	174.05	0	37.97	138.01	820.92
NDUFB8	4922.66	1269.95	817.18	885.82	964.39	737.95	838.7	1027.73	1666.13	724.56	812.17	1006.53	721.3	965.99	456.02
USP5	279.65	711.83	1270.53	1519.73	540.55	2154.16	653.43	1105.4	352.49	603.71	856.86	889.47	724.63	898.93	766.83
APPL2	0	74.21	603.21	841.18	37.57	331.72	52.51	380.37	33.57	0	271.21	196.06	44.37	282.25	106.6
ECI2	1545.77	1564.37	923.58	796.27	128.43	652.01	0	821.18	1291.12	120.61	434.56	558.5	94.79	321.6	501.02
DIP2B	0	64.47	81.88	106.81	0	36.02	7.6	113.05	0	40.87	29.45	35.49	24.09	40.87	138.91
NDUFB9	0	801.91	900.51	1545.56	641.01	962.14	895.94	1366.22	4582.54	80.27	1388.15	2118.57	681.3	1146.56	1454.93
LIN7C	0	211	171.5	309.07	384.55	56.59	179.16	546.41	343.64	80.26	231.33	222.98	75.69	412.7	545.53
MRPL2	73.13	55.34	84.34	86.85	0	222.62	39.16	134.35	37.55	105.24	37.92	182.75	0	30.07	0
EFHC2	0	0	0	0	0	14.14	0	0	0	0	0	0	0	0	0
VPS52	0	56.03	182.17	304.85	17.02	150.27	63.44	471.58	0	21.31	184.29	44.41	40.2	146.13	48.29
H6PD	73.05	2777.86	1221.62	954.35	519.5	694.97	440.06	553.62	56.27	59.14	227.27	109.54	102.25	315.37	312.65
NCS1	0	0	213.94	0	0	0	0	68.16	0	0	403.99	222.52	264.37	320.33	0
C19orf81	0	164.21	41.71	0	0	110.1	58.1	0	55.72	0	0	0	0	44.61	88.45
PXMP2	72.95	2939.77	0	43.32	0	166.57	0	0	899.13	0	0	0	0	0	178.42
BZW2	0	57.39	174.94	140.12	0	51.31	0	154.82	25.96	72.77	131.09	176.9	257.35	166.31	288.53
DAPK3	30.9	0	106.91	73.4	53.27	0	99.28	113.54	23.8	0	120.17	69.5	94.37	114.35	75.57
UBE2T	0	0	0	42.81	0	0	0	0	0	0	0	0	0	0	0
CTSL	43.22	196.23	0	76.99	0	131.57	277.7	357.3	199.74	0	134.46	291.61	43.99	213.23	211.39
SYNE1	12.85	1.82	167.58	156.37	17.99	15.89	16.77	42.77	0	5.2	47.46	19.26	21.25	26.74	1.96
INPP4A	7.38	0	17.03	35.07	0	0	23.72	13.56	0	0	45.93	33.21	45.09	36.42	0
NGFR	0	0	41.44	170.69	0	136.73	173.16	198.03	0	0	0	26.94	73.15	177.27	0
RNF2	0	0	0	51.2	0	0	0	118.81	0	0	0	0	21.94	0	52.72
ZC3H14	0	44.47	135.55	255.91	0	29.82	0	125.96	0	42.29	15.24	14.69	9.97	36.24	23.95
FARSB	0	487.76	1302.64	1428.93	317.49	504.57	276.11	1375.9	340.45	583.08	725.73	570.67	399.93	620.88	570.48
TFAM	0	633.32	1576.49	1457.8	240.47	552.02	134.44	973.8	429.78	0	390.56	711.11	369.18	619.38	886.94
PPP1R18	0	54.24	55.11	14.19	20.6	72.74	153.53	109.75	0	0	111.51	71.66	72.97	73.68	58.44
KLHL41	0	0	0	0	41.14	18.16	57.5	0	0	2781.58	0	17.89	0	14.72	0
SSBP2	0	0	0	50.97	0	0	0	0	0	0	33.38	0	0	0	0
CWF19L1	0	0	92.66	286.26	0	20.38	21.51	270.61	0	0	0	0	0	49.55	0
TM9SF2	0	352.62	160.6	330.78	240.08	260.89	34.42	354.25	82.51	23.13	366.6	273.06	32.71	118.92	261.98
VRK1	17.85	40.52	329.37	445.17	30.77	0	28.67	131.17	0	0	0	53.53	18.17	44.03	43.65
PRKCI	0	0	82.28	155.35	0	0	38.2	21.85	0	0	0	0	12.1	44	0
CRK	71.98	136.18	608.77	883.36	620.46	657.39	616.69	1498.75	554.46	414.37	1269	1259.18	195.4	1183.79	1701.69
PRKDC	39.8	536.23	1664.39	1142.65	554.88	945.59	138.99	658.08	109.3	201.72	234.19	365.84	184.96	330.83	533.23
LCN2	71.87	571.08	165.78	85.36	3345.46	164.1	1385.46	1320.44	996.52	775.77	1062.12	862.14	182.91	1817.34	175.77
CTPS1	0	110.53	603.6	722.77	83.93	296.43	136.87	245.98	56.25	52.55	605.88	273.76	755.8	525.46	119.07
IVL	11.85	0	0	0	0	0	0	0	0	3787.2	0	0	772.26	0	0
APOBEC3C	0	0	615.18	506.81	122.61	216.52	114.25	196	0	230.31	276.59	266.61	72.4	219.32	86.97
RETSAT	24.3	854.93	168.12	403.97	125.66	258.87	136.6	178.55	205.86	26.22	245.66	273.22	136.03	149.84	0
MRPS18B	276.13	125.38	159.23	196.77	285.63	336.25	88.72	202.93	127.62	0	128.86	289.83	56.22	102.18	67.53
POLR1D	0	0	122.88	126.54	0	81.09	0	0	0	0	82.87	0	0	65.71	0
PLEKHO2	0	69.08	245.66	216.84	157.38	46.32	171.09	251.58	0	0	94.67	136.88	139.39	206.44	223.26
LCE3B	0	0	0	0	0	0	0	0	0	0	0	124.04	0	0	0
POLR2B	0	82.58	454.45	503.99	62.71	175.33	58.43	155.93	0	13.09	94.3	81.81	80.23	149.55	103.78
KLHDC10	0	0	0	19.63	0	0	26.56	0	25.47	0	0	0	0	0	40.43
CECR1	13.77	15.63	0	0	0	0	0	0	0	0	21.43	20.65	0	0	0
UBE2E3	0	0	0	42.07	0	53.92	0	65.09	0	0	0	0	0	0	0
SIN3A	0	25.39	264.38	298.82	19.28	25.53	26.95	113	0	12.07	26.09	50.3	22.77	68.97	41.02
GBF1	7.86	107.11	263.01	238.15	0	119.7	37.9	137.25	6.06	0	85.63	35.37	60.04	97	38.46
ARSA	15.15	223.52	0	179.9	0	138.34	24.33	306.12	70.01	98.1	164.94	204.41	77.1	56.05	111.13
PPIC	71.32	0	82.25	169.4	122.95	108.56	171.85	131.03	109.87	153.96	166.41	106.94	72.6	131.95	697.68
SF1	71.28	377.56	493.21	465.58	20.48	54.25	95.42	414.67	0	25.64	221.75	195.94	145.11	117.22	232.42
CXCL2	71.27	0	0	0	122.87	0	0	0	0	0	0	0	0	0	0
HNRNPA1L2	71.15	349.98	465	422.51	490.66	938.63	342.89	522.88	475	102.4	405.83	853.5	265.58	321.8	5742.34
IL33	0	0	30.43	31.34	90.99	0	169.57	145.45	0	0	41.05	0	26.86	130.2	64.54
TCEAL3	0	0	1788.92	2227.79	0	2470.89	985.11	1590.58	111.15	0	392.8	216.36	734.42	1245.85	88.22
SPAG9	11.1	138.65	390.58	382.44	38.29	118.31	115.94	316.2	51.32	35.96	95	108.22	107.38	178.05	108.62
SRPRB	0	1892.29	661.88	746.51	989.4	1372.75	307.31	1606.68	631.53	707.96	595.17	409.78	250.38	438.22	1336.72
POGLUT1	0	19.95	101.34	187.84	0	267.5	28.23	96.86	0	0	0	52.7	35.78	43.35	128.94
SNAP91	0	19.92	0	20.84	0	0	0	32.24	0	0	0	0	26.8	0	214.61
IRF2BP1	13.16	29.87	212.46	171.9	0	80.12	21.14	193.4	0	0	61.41	19.73	26.79	64.92	96.54
NOP9	0	26.54	175.26	69.42	0	0	0	42.95	0	0	18.18	0	11.9	14.42	0
SPATS2L	13.15	164.19	166.82	124.94	22.67	20.02	42.25	96.64	0	0	20.46	19.72	66.93	113.54	64.32
PQLC3	0	0	207.34	42.7	309.94	328.39	57.76	198.18	55.39	0	167.8	0	36.6	88.7	87.94
hCG_2040265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBN	9.55	21.69	176.3	192.9	0	87.26	61.39	157.98	0	20.63	59.45	28.65	9.73	82.49	0
MROH2B	0	0	0	10.67	0	0	0	0	0	0	0	0	0	0	0
RERG	0	0	82.82	85.28	0	54.65	0	0	55.31	0	55.85	53.84	73.1	132.86	0
HDGFRP3	0	488.8	2358.99	2216.17	494.92	382.36	345.87	659.28	663.41	542.27	669.87	430.46	401.83	840.99	175.52
ILVBL	502.33	733.12	400.02	582.39	144.34	782.83	115.28	307.63	921.29	154.92	316.29	179.34	133.93	236.04	1082.27
ISLR	70.59	0	203.52	272.46	30.42	0	56.7	226.95	0	0	109.81	26.46	125.75	87.07	0
MED20	0	0	161.25	166.06	60.26	0	0	64.22	0	0	54.38	0	0	0	170.97
SMC4	5.52	0	120.85	189.95	0	0	0	0	0	11.91	8.58	0	0	6.8	13.49
DPCD	0	0	523.66	829.63	0	0	0	128.34	0	0	54.33	52.37	0	0	0
GNL3	0	59.45	120.81	108.85	0	0	0	360.84	0	0	20.37	39.27	0	16.15	0
CYP2J2	70.45	223.91	0	0	0	0	0	0	0	0	0	21.13	0	0	0
ITGA2B	0	32.51	0	0	98.74	119.88	11.5	0	0	0	0	0	0	8.83	630.34
RUFY1	0	103.89	293.21	338.18	52.6	340.55	179.7	392.36	15.67	0	158.2	137.24	196.69	263.42	149.23
CLDN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPHKAP	0	0	0	0	0	0	0	0	0	18.8	0	0	0	0	0
PRPF40A	0	59.28	154.87	177.2	38.58	102.2	0	178.18	0	0	23.21	44.74	15.19	64.41	18.25
BPGM	0	276.37	436.8	835.36	699.58	741.21	608.41	298.21	1542.05	292	504.99	486.77	220.31	500.53	3109.58
ELP3	0	74	120.29	154.84	0	99.23	0	47.91	20.09	0	0	0	13.27	32.16	0
OSBPL8	0	63.74	249.77	304.84	96.8	158.72	12.89	147.37	148.29	0	37.43	24.05	40.83	108.83	0
C16orf80	0	40.46	575.48	634.96	245.79	108.51	114.51	327.41	54.91	461.66	55.44	106.89	108.85	219.82	435.84
EI24	20.83	331.05	72.08	24.74	107.74	63.42	0	76.55	0	0	0	0	0	25.7	0
BCHE	0	0	54.73	28.18	0	18.06	19.06	0	0	25.61	110.73	71.16	0	0	0
FHL3	0	0	90.04	61.81	89.73	79.22	0	239.05	80.18	449.43	80.96	156.08	238.42	160.49	63.64
HOXA3	70.02	0	0	0	0	0	0	0	0	37.79	0	0	0	0	0
GJD4	20.22	0	23.32	48.03	34.86	30.78	0	0	0	0	0	0	0	0	0
PLS1	0	275.42	0	96.06	139.44	35.17	74.24	488.23	551.81	0	1276.12	1212.74	164.67	128.26	84.77
ARF6	0	2156.43	1724.8	1488.15	1463.36	861.36	909.03	965.39	1369.95	1570.65	1634.8	1454.58	1275.54	1595.41	1383.94
WDR37	44.55	33.71	222.63	246.89	25.6	135.61	0	163.68	45.75	0	23.1	22.27	75.58	91.58	108.95
OXNAD1	69.87	0	0	27.66	0	70.9	0	42.79	107.64	0	0	0	0	0	0
ZNF503	12.98	44.19	14.97	0	0	39.5	41.69	71.52	19.99	28.01	0	38.91	0	16.01	31.73
ANPEP	0	2043.98	76.92	79.21	191.63	281.99	3630.66	1334.19	8641.98	79.99	184.44	377.78	475.23	767.78	815.52
N6AMT1	0	0	0	0	0	0	0	0	0	76.52	0	0	0	0	0
NCEH1	1063.2	201.14	20.44	168.36	427.69	566.42	56.93	325.55	272.99	38.25	248.08	132.85	0	109.28	1040.08
C6	69.72	167.07	446.69	414	200.32	282.99	435.54	185.01	310.28	150.51	289.21	69.69	189.25	219.76	37.89
ALG2	17.24	234.79	357.82	429.9	29.72	236.13	0	443.35	53.11	0	80.44	0	35.09	127.57	168.62
HMGA1	69.52	1183.7	1603.54	4210.84	0	105.82	0	894.06	214.2	300.16	648.87	1980.58	424.62	1457.76	3740.47
YLPM1	0	8.38	246.82	223.5	0	39.32	11.85	81.35	5.68	0	28.7	11.07	3.76	27.31	9.02
NUP205	7.12	84.89	369.66	321.45	36.84	113.84	34.33	150.49	0	7.69	49.86	48.06	50.76	83.46	156.78
SPTLC2	0	0	29.75	30.64	22.24	39.27	20.72	47.4	0	27.85	100.34	19.34	0	15.91	0
FCN1	69.42	0	0	0	39.89	0	37.17	0	0	0	71.99	69.4	0	57.09	0
CCNY	0	23.42	118.99	196.06	35.57	31.41	33.15	113.73	0	44.55	96.3	30.94	63.02	76.36	50.47
PPP1R2	0	0	0	209.44	0	0	169.97	194.39	0	0	0	105.77	35.9	130.51	0
ZMAT2	0	0	79.29	81.66	0	0	0	126.32	0	0	0	0	0	0	0
PPP1R2P3	35.22	0	162.47	209.14	0	482.47	226.3	194.11	0	76.03	109.57	316.85	35.85	217.2	430.66
GFER	69.23	0	239.54	123.34	0	105.38	0	63.6	0	0	0	103.81	176.19	85.4	84.66
RAB3GAP1	0	100.04	237.16	261.67	63.31	480.7	47.19	215.89	11.31	0	34.27	55.06	67.29	135.88	89.81
RAB17	69.11	274.56	0	0	178.71	0	0	0	372.64	74.6	0	0	0	0	0
NUP214	0	56.07	346.2	311.39	6.55	28.92	48.83	160.56	5.85	8.2	29.55	28.49	7.74	42.18	65.05
IVD	0	3202.66	707.38	1019.83	362.54	1467.12	478.57	740.51	2645.8	0	218.09	394.15	231.91	432.32	257.15
FAM177A1	0	116.35	118.22	202.89	58.9	0	54.89	188.32	0	0	159.45	204.93	173.91	168.58	0
RAPSN	0	0	20.21	0	0	0	0	0	0	0	0	0	0	0	0
PIPSL	0	0	0	0	0	0	0	62.76	0	0	0	0	26.08	0	271.52
SRP68	68.86	508.05	582.36	722.38	197.85	698.75	129.05	1623.5	106.08	148.65	553.42	292.54	280.38	424.67	364.87
C14orf1	0	755.05	413.08	1033.07	88.21	233.65	0	282.02	0	0	79.6	153.44	104.17	63.11	125.14
RDH11	68.82	1900.79	1269.85	1552.87	711.84	2199.74	479.04	800.73	1554.93	198.08	642.3	447.14	677.18	1725.95	953.71
HAUS3	0	0	0	27.68	0	0	0	0	0	0	0	0	0	0	0
MYO1D	0	237.88	547.82	564.14	1011.59	425.31	381.53	911.19	172.19	60.32	945.38	1078.84	56.89	448.04	222.09
CPNE1	68.72	202.82	459.68	424.4	165.86	0	0	252.51	338.79	326.38	577.27	432.78	475.7	322.11	672.27
MTHFS	0	1545.16	120.76	538.89	60.17	106.26	168.21	448.88	483.95	75.35	108.59	104.67	71.06	172.21	170.72
SARNP	68.58	506.02	1107.35	1303.24	472.95	0	220.34	1260.02	0	0	160.03	565.6	523.62	507.57	1090.24
STRIP1	8.49	0	97.95	141.21	0	155.13	27.29	93.62	0	0	26.42	63.67	17.29	62.85	0
WBSCR22	0	0	176.19	302.39	0	0	40.9	93.56	0	0	0	0	0	31.41	0
CLDN3	0	79.02	0	0	420.08	0	0	639.52	482.64	75.15	541.49	417.55	35.43	386.42	340.52
BLOC1S2	0	0	58.65	0	0	774.11	81.7	280.3	78.35	0	158.22	152.51	103.54	125.46	0
UBQLN4	0	0	43.98	45.29	0	0	20.42	116.78	0	0	59.33	76.25	77.64	109.76	0
ICMT	25.42	28.85	58.62	30.18	0	193.43	0	46.69	0	0	0	38.11	0	31.35	0
SYAP1	20.33	115.37	140.66	458.68	35.04	587.87	0	224.07	31.32	0	347.82	152.4	124.15	125.36	0
TMEM141	68.36	0	0	0	0	312.14	0	0	210.61	0	212.66	204.99	0	84.31	0
QPRT	52.63	2061.08	728.38	968.85	90.73	841.17	507.27	290.08	6729.76	170.43	368.42	394.58	187.52	97.38	1544.58
CENPA	0	0	58.54	0	0	0	0	0	0	0	0	0	0	0	0
ZNRF1	68.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIB	1880.32	12030.12	7649.1	8242.38	5245.58	7805.81	4448.45	10614.9	7531.66	5092.45	5637.27	4100.98	3166.97	4596.43	34949.24
FRMD8	0	17.99	0	0	0	0	25.46	0	0	0	24.65	0	0	19.55	38.76
PABPC4	332.56	702.92	767.08	708.22	118.62	488.76	147.37	1179.84	106	49.51	267.58	223.54	116.74	198.03	336.55
DDTL	57.18	908.73	131.9	339.57	0	435.21	183.72	1155.64	440.48	0	444.77	428.71	640.32	775.87	419.55
FBXW10	0	0	0	0	0	0	0	0	10.43	0	0	0	0	0	0
PSMB6	768.25	617.7	627.59	532.24	827.78	974.49	617.06	999.77	1430.12	898.34	248.97	335.98	195.51	434.32	1565.71
DOCK9	3.43	3.9	59.39	53	11.84	5.23	27.57	37.84	0	14.82	5.34	30.89	24.46	25.41	25.19
NKD1	15.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIFAP3	0	10.1	30.79	42.28	0	40.64	0	32.7	0	0	0	0	9.06	10.98	0
RALGPS1	0	0	0	31.03	0	0	0	0	0	0	0	0	0	0	31.95
UTS2R	38.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM160B1	9.38	95.8	118.97	89.1	16.17	171.29	45.19	0	14.45	0	14.59	84.37	66.82	69.4	45.87
YIF1A	0	259.05	175.47	210.81	174.86	115.79	40.73	93.17	39.07	54.74	197.23	114.07	77.44	125.11	496.12
CXADR	20.28	184.14	23.39	120.41	0	0	32.57	186.27	0	0	31.54	91.22	0	100.05	0
PTPN12	0	31.37	53.13	153.18	79.42	70.12	59.2	101.56	0	0	28.66	13.81	18.76	45.46	22.53
NEK9	68.17	206.34	672.62	674.67	104.46	172.94	474.52	222.65	70.01	16.35	341.69	306.64	570.57	504.5	92.62
XKR4	68.12	0	0	0	0	0	0	0	0	24.51	0	0	0	0	0
STAG1	5.62	44.66	233.34	233.62	38.76	17.11	0	113.58	8.66	0	26.23	0	34.33	48.53	41.24
VWA8	68.01	321.68	13.07	53.85	6.51	195.55	12.14	55.54	203.74	0	52.9	45.33	7.69	9.32	9.24
ATP6V0A1	33.68	95.57	165.07	269.97	145.15	756.1	121.72	417.63	856.05	0	78.58	151.49	25.71	186.92	514.76
NUDT14	33.66	0	38.82	119.91	0	51.23	54.07	185.5	103.7	0	0	50.47	0	124.54	0
PBRM1	0	4.78	63.07	99.93	7.25	32.02	20.27	54.1	0	9.08	19.63	0	4.28	10.38	10.29
STAT6	8.62	97.88	367.96	194.58	29.73	157.5	83.11	110.89	0	18.61	214.62	77.58	175.56	127.63	42.18
MRPL48	67.83	115.49	39.11	120.83	175.4	0	54.48	249.22	470.22	146.42	316.53	152.55	0	125.49	414.7
GTF2H5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf147	0	0	0	0	0	0	0	92.57	77.62	0	78.38	0	0	62.15	0
EPS8L2	0	342.86	34.84	47.83	190.93	0	0	351.46	310.22	347.76	109.63	135.87	61.5	198.7	196.99
ARID1A	0	19.03	58.01	23.9	0	30.63	10.77	55.45	0	0	0	5.03	0	20.68	8.2
NDUFA1	1106.16	228.29	0	0	0	0	0	0	619.68	0	0	150.78	0	0	0
PARM1	0	0	28.99	59.71	0	0	40.38	0	0	0	78.21	37.69	25.59	31.01	0
PXMP4	0	37.97	0	0	57.67	152.76	0	0	0	72.22	0	0	0	0	0
CBX3	0	398.47	1034.62	1436.02	672.43	2196.7	1253.13	1003.23	841.25	84.2	849.44	1228.17	317.64	865.98	1907.81
PIH1D1	0	0	115.71	178.73	43.24	0	40.29	230.4	38.64	0	78.03	37.61	25.53	92.81	0
