ID	AveExpr	log2FC	Pvalue	FDR	Case	Control	des	substrates	direction	productions	subSystemes	genes
PEPCKm	-5.54656435504096	0.182198994892048	0.688700435166563	0.965440995969551	-5.46 +/- 0.84	-5.64 +/- 1.39	Phosphoenolpyruvate Carboxykinase (GTP)	gtp[m] + oaa[m]	->	co2[m] + gdp[m] + pep[m]	Glycolysis/gluconeogenesis	PCK1;PCK2
PETHCT	-17.4830354950228	-0.331438087709373	0.32353173882691	0.926470532105121	-17.64 +/- 0.36	-17.31 +/- 1.13	Phosphoethanolamine Cytidyltransferase	ctp[c] + ethamp[c] + h[c]	->	cdpea[c] + ppi[c]	Glycerophospholipid metabolism	PCYT2
PFK26	-16.1901077654872	-0.158675941363182	0.574898583010206	0.932690333429439	-16.27 +/- 0.27	-16.11 +/- 0.96	6-Phosphofructo-2-Kinase	atp[c] + f6p[c]	->	adp[c] + f26bp[c] + h[c]	Fructose and mannose metabolism	PFKFB1;PFKFB2;PFKFB3;PFKFB4
PGCD	-5.38342415047548	0.238508750267317	0.180786209741096	0.926470532105121	-5.27 +/- 0.28	-5.51 +/- 0.52	Phosphoglycerate Dehydrogenase	3pg[c] + nad[c]	->	3php[c] + h[c] + nadh[c]	Glycine, serine, alanine, and threonine metabolism	PHGDH
PGDI	-9.63770211800733	0.26321004125642	0.518852203095483	0.932690333429439	-9.51 +/- 0.61	-9.77 +/- 1.32	Prostaglandin-H2 D-Isomerase [Precursor]	prostgh2[c]	<=>	prostgd2[c]	Eicosanoid metabolism	HPGDS;PTGDS
PGDIr	-9.1144470978224	0.0422473937461909	0.81050229103541	0.992331289744284	-9.09 +/- 0.3	-9.14 +/- 0.51	Prostaglandin-H2 D-Isomerase [Precursor]	prostgh2[r]	<=>	prostgd2[r]	Eicosanoid metabolism	HPGDS;PTGDS
PGESr	-4.64083032187677	0.757369786472413	0.143697254969737	0.926470532105121	-4.28 +/- 1.01	-5.03 +/- 1.51	Prostaglandin E Synthase	prostgh2[r]	<=>	prostge2[r]	Eicosanoid metabolism	PTGES;PTGES2
PGISr	-8.72548593732123	-0.279589290607928	0.460977749552038	0.932690333429439	-8.86 +/- 0.79	-8.58 +/- 1.09	Prostaglandin I2 Synthase	prostgh2[r]	<=>	prostgi2[r]	Eicosanoid metabolism	PTGIS
PGPPT	-14.8882882328678	0.0593429657773346	0.555043444076615	0.932690333429439	-14.86 +/- 0.22	-14.92 +/- 0.16	Phosphatidyl-CMP: Glycerophosphate Phosphatidyltransferase	cdpdag_hs[c] + glyc3p[c]	->	cmp[c] + h[c] + pgp_hs[c]	Glycerophospholipid metabolism	PGS1
PHCDm	-4.0186304276975	0.854898786280376	0.182977131295028	0.926470532105121	-3.61 +/- 1.43	-4.46 +/- 1.75	L-1-Pyrroline-3-Hydroxy-5-Carboxylate Dehydrogenase	1p3h5c[m] + 2.0 h2o[m] + nad[m]	->	e4hglu[m] + h[m] + nadh[m]	Arginine and proline metabolism	ALDH4A1
PHCHGSm	-3.53641719254722	-1.26194734767971	0.0295880292590945	0.926470532105121	-4.14 +/- 1.62	-2.88 +/- 1.08	L-1-Pyrroline-3-Hydroxy-5-Carboxylate Spontaneous Conversion to L-4-Hydroxyglutamate Semialdehyde, Mitochondrial	1p3h5c[m] + h2o[m] + h[m]	<=>	4hglusa[m]	Arginine and proline metabolism	
PHEt4	-12.077487306537	0.0917145559651988	0.532623904719172	0.932690333429439	-12.03 +/- 0.37	-12.13 +/- 0.29	Transport of L-Phenylalanine  via Sodium Symport	na1[e] + phe_L[e]	->	na1[c] + phe_L[c]	Transport, extracellular	ACE2;SLC38A1;SLC38A2;SLC38A4;SLC6A14;SLC6A19;SLC7A1;SLC7A2;SLC7A3;TMEM27
PHEtec	-15.4202374876539	-0.217975060430923	0.737780187303653	0.972746393659412	-15.52 +/- 1.64	-15.31 +/- 1.65	Transport of L-Phenylalanine  via Diffusion	phe_L[e]	<=>	phe_L[c]	Transport, extracellular	SLC16A10;SLC43A1;SLC43A2
PHETHPTOX2	-11.1441038931211	0.770347559502879	0.0798304246858023	0.926470532105121	-10.77 +/- 0.28	-11.54 +/- 1.51	L-Phenylalanine, Tetrahydrobiopterin:Oxygen Oxidoreductase (4-Hydroxylating)	o2[c] + phe_L[c] + thbpt[c]	->	thbpt4acam[c] + tyr_L[c]	Phenylalanine metabolism	PAH
PHYCBOXL	-12.1114669944607	-0.358184806536187	0.139736408414069	0.926470532105121	-12.28 +/- 0	-11.93 +/- 0.84	L-Phenylalanine Carboxy-Lyase	h[c] + phe_L[c]	->	co2[c] + peamn[c]	Phenylalanine metabolism	DDC
PIPLC	-8.91444200822825	0.548648764905689	0.0800293877628658	0.926470532105121	-8.65 +/- 0.44	-9.2 +/- 0.99	Phosphatidylinositol Phospholipase C	h2o[c] + pail_hs[c]	->	dag_hs[c] + h[c] + mi1p_D[c]	Inositol phosphate metabolism	PLCB1;PLCB2;PLCB3;PLCB4;PLCD1;PLCD3;PLCD4;PLCE1;PLCG1;PLCG2;PLCH1;PLCH2;PLCL1;PLCXD2;PLCZ1
PIPLCn	-12.7413707468017	0.700032583651193	0.059789865562096	0.926470532105121	-12.41 +/- 0.62	-13.11 +/- 1.12	Phosphatidylinositol Phospholipase C, Nucleus	h2o[n] + pail_hs[n]	->	dag_hs[n] + h[n] + mi1p_D[n]	Inositol phosphate metabolism	PLCB1
PIter	-3.48727958787493	-2.34208261838602	0.585574592308572	0.932690333429439	-4.61 +/- 9.97	-2.27 +/- 11.75	Phosphate Transport, Endoplasmic Reticulum	pi[r]	<=>	pi[c]	Transport, endoplasmic reticular	SLC37A4
PItx	-11.4683041118987	0.0995522218962055	0.433582699448592	0.932690333429439	-11.42 +/- 0.27	-11.52 +/- 0.29	Phosphate Transporter, Peroxisome	pi[c]	<=>	pi[x]	Transport, peroxisomal	
PMEVKx	-11.4683041118987	0.0995522218962055	0.433582699448592	0.932690333429439	-11.42 +/- 0.27	-11.52 +/- 0.29	Phosphomevalonate Kinase	5pmev[x] + atp[x]	->	5dpmev[x] + adp[x]	Cholesterol metabolism	PMVK
PMTCOAtx	-9.76286096848818	-0.617861505741457	0.561525793162671	0.932690333429439	-10.06 +/- 2.83	-9.44 +/- 2.51	Fatty Acid Intracellular Transport	pmtcoa[c]	<=>	pmtcoa[x]	Transport, peroxisomal	
PPAm	-2.15458254705961	0.415333068281697	0.270454036436093	0.926470532105121	-1.96 +/- 0.67	-2.37 +/- 1.15	Inorganic Diphosphatase	h2o[m] + ppi[m]	->	2.0 pi[m] + h[m]	Oxidative phosphorylation	PPA2
PPAt	8.0414777607541	0.129115674233832	0.843438704959988	0.992331289744284	8.1 +/- 1.65	7.97 +/- 1.65	Propionate Transport, Diffusion	ppa[e]	->	ppa[c]	Transport, extracellular	
PPAtm	-7.82073976121959	-0.0956404736605307	0.658674248762588	0.957694109255888	-7.87 +/- 0.35	-7.77 +/- 0.66	Propionate Transport, Diffusion	ppa[c]	->	ppa[m]	Transport, mitochondrial	
PPDOy	-6.72598515077193	0.222818868364438	0.381458283756831	0.932307681471083	-6.62 +/- 0.48	-6.84 +/- 0.74	Propane-1, 2-Diol:NADP+ 1-Oxidoreductase	h[c] + lald_D[c] + nadph[c]	->	12ppd_R[c] + nadp[c]	Pyruvate metabolism	AKR1A1;AKR1B1;AKR7A2
PPItx	-12.2477076037759	0.0854900841194137	0.565028800913678	0.932690333429439	-12.21 +/- 0.35	-12.29 +/- 0.33	Diphosphate Transporter, Peroxisome	ppi[c]	<=>	ppi[x]	Transport, peroxisomal	
PRAGSr	-11.585524832789	0.0995274989568244	0.433594762377301	0.932690333429439	-11.54 +/- 0.27	-11.64 +/- 0.29	Phosphoribosylglycinamide Synthase	atp[c] + gly[c] + pram[c]	->	adp[c] + gar[c] + h[c] + pi[c]	Purine synthesis	GART
PRASCS	-11.585524832789	0.0995274989568244	0.433594762377301	0.932690333429439	-11.54 +/- 0.27	-11.64 +/- 0.29	Phosphoribosylaminoimidazolesuccinocarboxamide Synthase	5aizc[c] + asp_L[c] + atp[c]	->	25aics[c] + adp[c] + h[c] + pi[c]	Purine synthesis	PAICS
PRDX	-7.74826618448881	-0.0458640608208718	0.868064711902642	0.992331289744284	-7.77 +/- 0.64	-7.72 +/- 0.72	Peroxidase (Multiple Substrates)	h2o2[c] + meoh[c]	->	2.0 h2o[c] + fald[c]	Miscellaneous	EPX;PRDX6
PRGNLONEtr	7.44096090661743	-0.0398279077649386	0.945973242837942	0.992331289744284	7.42 +/- 1.45	7.46 +/- 1.51	Transport of Pregnenolone, Endoplasmatic Reticulum	prgnlone[c]	<=>	prgnlone[r]	Transport, endoplasmic reticular	
PROD2m	-9.30532751611393	0.0463700642223941	0.777362198350243	0.988824668297078	-9.28 +/- 0.13	-9.33 +/- 0.53	Proline Dehydrogenase, Mitochondrial	fad[m] + pro_L[m]	->	1pyr5c[m] + fadh2[m] + h[m]	Arginine and proline metabolism	PRODH
PRODt2r	9.70003003955253	0.021294410781433	0.954846345738909	0.992331289744284	9.71 +/- 0.92	9.69 +/- 0.96	D-Proline Reversible Transport via Proton Symport	h[e] + pro_D[e]	<=>	h[c] + pro_D[c]	Transport, extracellular	SLC36A1
PROSTGD2t	9.31726458176065	-0.121960219447963	0.814793246797373	0.992331289744284	9.26 +/- 1.36	9.38 +/- 1.25	Prostaglandin Transport via Bicarbonate Antiport	hco3[c] + prostgd2[e]	<=>	hco3[e] + prostgd2[c]	Transport, extracellular	SLCO2A1
PROSTGE1t	9.74939532354264	-0.416132620311805	0.195580480377255	0.926470532105121	9.55 +/- 1.09	9.97 +/- 0	Prostaglandin Transport via Bicarbonate Antiport	hco3[c] + prostge1[e]	<=>	hco3[e] + prostge1[c]	Transport, extracellular	SLCO2A1
PROSTGE2t	8.18356656123375	-0.639993861491678	0.342294603193072	0.926470532105121	7.88 +/- 1.69	8.52 +/- 1.68	Prostaglandin Transport via Bicarbonate Antiport	hco3[c] + prostge2[e]	<=>	hco3[e] + prostge2[c]	Transport, extracellular	SLCO1A2;SLCO2A1;SLCO3A1;SLCO4A1
PROSTGE2t2	7.60760459558023	-1.01396173864841	0.0867195985384806	0.926470532105121	7.12 +/- 1.2	8.13 +/- 1.67	Prostaglandin Uniport	prostge2[e]	<=>	prostge2[c]	Transport, extracellular	SLC22A1;SLC22A2
PROSTGF2t	8.92197045020024	0.700349128766177	0.250642395528857	0.926470532105121	9.26 +/- 1.33	8.56 +/- 1.69	Prostaglandin Uniport	prostgf2[e]	<=>	prostgf2[c]	Transport, extracellular	SLC22A1;SLC22A2
PROSTGH2t	9.12354573990056	0.319681488216755	0.607515257895476	0.936160245481906	9.28 +/- 1.3	8.96 +/- 1.81	Prostaglandin H2 Transport	hco3[c] + prostgh2[e]	<=>	hco3[e] + prostgh2[c]	Transport, extracellular	
PROSTGI2t	8.85596484246231	-0.598416449196611	0.256690763774063	0.926470532105121	8.57 +/- 1.42	9.17 +/- 1.18	Prostaglandin I2 Transport	hco3[c] + prostgi2[e]	<=>	hco3[e] + prostgi2[c]	Transport, extracellular	
PROSTGI2tr	-8.72548593732123	-0.279589290607928	0.460977749552038	0.932690333429439	-8.86 +/- 0.79	-8.58 +/- 1.09	Prostaglandin I2 Transport, Endoplasmatic Reticulum	prostgi2[c]	<=>	prostgi2[r]	Transport, endoplasmic reticular	
PROt4	-7.79364393612888	-1.78851248612792	0.581602417572156	0.932690333429439	-8.65 +/- 7.56	-6.86 +/- 8.85	Na+/Proline-L Symporter	na1[e] + pro_L[e]	->	na1[c] + pro_L[c]	Transport, extracellular	ACE2;SLC38A1;SLC38A2;SLC38A4;SLC6A19;TMEM27
PROtm	-9.48331058048941	-0.021600851093929	0.952756711496993	0.992331289744284	-9.49 +/- 0.92	-9.47 +/- 0.9	Transport of L-Proline, Mitochondrial	pro_L[c]	->	pro_L[m]	Transport, mitochondrial	
PSSA1_hs	-12.4611810996323	0.104953740307824	0.409741276734764	0.932690333429439	-12.41 +/- 0.27	-12.52 +/- 0.29	Phosphatidylserine Synthase Homo Sapiens	pchol_hs[c] + ser_L[c]	<=>	chol[c] + ps_hs[c]	Glycerophospholipid metabolism	PTDSS1
PSSA2_hs	-10.9388767181244	0.0795521580625529	0.468637522710699	0.932690333429439	-10.9 +/- 0.21	-10.98 +/- 0.23	Phosphatidylserine Synthase Homo Sapiens	pe_hs[c] + ser_L[c]	<=>	etha[c] + ps_hs[c]	Glycerophospholipid metabolism	PTDSS2
PTDCACRNt	-7.84534591344	-0.0970487867100065	0.556406320575752	0.932690333429439	-7.89 +/- 0.31	-7.79 +/- 0.45	Pentadecanoate Transport into the Mitochondria	ptdcacrn[c]	<=>	ptdcacrn[m]	Fatty acid oxidation	SLC25A20
PYNP2r	-9.85549580425966	0.07565231701812	0.916331756606796	0.992331289744284	-9.82 +/- 1.8	-9.89 +/- 1.84	Pyrimidine-Nucleoside Phosphorylase (Uracil)	pi[c] + uri[c]	<=>	r1p[c] + ura[c]	Pyrimidine catabolism	UPP1;UPP2
RDH1	8.5041359636117	-0.149060837334673	0.826678855639485	0.992331289744284	8.43 +/- 1.72	8.58 +/- 1.71	Retinol Dehydrogenase (All-Trans)	nad[c] + retinol[c]	<=>	h[c] + nadh[c] + retinal[c]	Vitamin A metabolism	RDH16;RDH5
RDH1a	-16.3055124293462	0.0315845174561176	0.707668532663042	0.966704489063511	-16.29 +/- 0.14	-16.32 +/- 0.14	Retinol Dehydrogenase (All-Trans, NADPH)	nadp[c] + retinol[c]	->	h[c] + nadph[c] + retinal[c]	Vitamin A metabolism	RDH10;RDH11;RDH12;RDH13;RDH14;RDH8;SDR16C5
RDH2	-16.3625968403151	0.0327083117862443	0.697936468794635	0.965440995969551	-16.35 +/- 0.14	-16.38 +/- 0.14	Retinol Dehydrogenase (9-Cis, NADH)	nad[c] + retinol_9_cis[c]	<=>	h[c] + nadh[c] + retinal_cis_9[c]	Vitamin A metabolism	RDH5
RDH2a	-16.3625968403151	0.0327083117862443	0.697936468794635	0.965440995969551	-16.35 +/- 0.14	-16.38 +/- 0.14	Retinol Dehydrogenase (9-Cis, NADPH)	nadp[c] + retinol_9_cis[c]	->	h[c] + nadph[c] + retinal_cis_9[c]	Vitamin A metabolism	RDH11;RDH12;RDH13;RDH14;RDH8;SDR16C5
RDH3	-16.3625968403151	0.0327083117862443	0.697936468794635	0.965440995969551	-16.35 +/- 0.14	-16.38 +/- 0.14	Retinol Dehydrogenase (11-Cis, NADH)	nad[c] + retinol_cis_11[c]	<=>	h[c] + nadh[c] + retinal_11_cis[c]	Vitamin A metabolism	RDH5
RDH3a	-16.3625968403151	0.0327083117862443	0.697936468794635	0.965440995969551	-16.35 +/- 0.14	-16.38 +/- 0.14	Retinol Dehydrogenase (11-Cis, NADPH)	nadp[c] + retinol_cis_11[c]	->	h[c] + nadph[c] + retinal_11_cis[c]	Vitamin A metabolism	RDH11;RDH12;RDH13;RDH14;SDR16C5
RDH4	8.50413594378663	-0.149060906603944	0.826678779038108	0.992331289744284	8.43 +/- 1.72	8.58 +/- 1.71	Retinol Dehydrogenase (13-Cis, NADH)	nad[c] + retinol_cis_13[c]	<=>	h[c] + nadh[c] + retinal_cis_13[c]	Vitamin A metabolism	RDH5
RETI3	8.50413594378663	-0.149060906603944	0.826678779038108	0.992331289744284	8.43 +/- 1.72	8.58 +/- 1.71	Retinol Isomerase (13-Cis)	retinol[c]	<=>	retinol_cis_13[c]	Vitamin A metabolism	
RETNt	8.01507133835649	-2.22792159342049	0.155239668185018	0.926470532105121	6.95 +/- 5.2	9.17 +/- 1.44	Retinoic Acid Transport	retn[c]	<=>	retn[e]	Transport, extracellular	
RNMK	-15.6894638572299	0.282771308226687	0.408457017509849	0.932690333429439	-15.55 +/- 1.12	-15.84 +/- 0.36	Ribosylnicotinamide Kinase	atp[c] + rnam[c]	->	adp[c] + h[c] + nmn[c]	NAD metabolism	NMRK1
RTOTAL2t	-9.44804257369761	0.260911561714291	0.119203653769213	0.926470532105121	-9.32 +/- 0.46	-9.58 +/- 0.26	Rtotal2 Transport	Rtotal2[e]	<=>	Rtotal2[c]	Transport, extracellular	
RTOTALt	-10.5304451766989	0.685051667493957	0.485934559099712	0.932690333429439	-10.2 +/- 2.09	-10.89 +/- 2.84	Rtotal Transport	Rtotal[e]	<=>	Rtotal[c]	Transport, extracellular	
SACCD3m	-9.38075538065726	-0.101385552377039	0.355866900970655	0.926470532105121	-9.43 +/- 0.2	-9.33 +/- 0.25	Saccharopine Dehydrogenase (NADP, L-Lysine Forming), Mitochondrial	akg[m] + h[m] + lys_L[m] + nadph[m]	->	h2o[m] + nadp[m] + saccrp_L[m]	Lysine metabolism	AASS
SADT	-16.2535753952174	-0.177612972418419	0.181127074192821	0.926470532105121	-16.34 +/- 0.02	-16.16 +/- 0.42	Sulfate Adenylyltransferase	atp[c] + h[c] + so4[c]	->	aps[c] + ppi[c]	Nucleotide interconversion	PAPSS1;PAPSS2
SALMCOM2	-12.3464785506599	-0.0944729465014884	0.699944722077924	0.965440995969551	-12.39 +/- 0.43	-12.3 +/- 0.74	S-Adenosyl-L-Methionine:Catechol O-Methyltransferase	adrnl[c] + amet[c]	->	ahcys[c] + h[c] + mepi[c]	Tyrosine metabolism	COMTD1
SARCOXp	-8.35360086095968	0.295481110303951	0.431510056756661	0.932690333429439	-8.21 +/- 0.96	-8.51 +/- 0.9	Sarcosine Oxidase, Peroxisomal	h2o[x] + o2[x] + sarcs[x]	->	fald[x] + gly[x] + h2o2[x]	Glycine, serine, alanine, and threonine metabolism	PIPOX
SARCStm	-17.5478833388204	-0.624837577750398	0.399968642843633	0.932690333429439	-17.85 +/- 1.17	-17.22 +/- 2.4	Transport of Sarcosine, Mitochondrial	sarcs[c]	->	sarcs[m]	Transport, mitochondrial	
SARCStp	-8.35360086095968	0.295481110303951	0.431510056756661	0.932690333429439	-8.21 +/- 0.96	-8.51 +/- 0.9	Transport of Sarcosine, Peroxisomal	sarcs[c]	->	sarcs[x]	Transport, peroxisomal	
SARDHm	-17.4802032132112	-0.765837839436074	0.295653737607244	0.926470532105121	-17.85 +/- 1.17	-17.08 +/- 2.35	Sarcosine Dehydrogenase, Mitochondrial	fad[m] + sarcs[m] + thf[m]	->	fadh2[m] + gly[m] + mlthf[m]	Urea cycle	SARDH
SBTD_D2	-8.80661685674917	-0.176881632857285	0.681032403666904	0.965440995969551	-8.89 +/- 0.89	-8.71 +/- 1.25	D-Sorbitol Dehydrogenase (D-Fructose Producing)	nad[c] + sbt_D[c]	->	fru[c] + h[c] + nadh[c]	Fructose and mannose metabolism	SORD
SBTR	-6.3752858123387	0.0548872676701082	0.521105394352206	0.932690333429439	-6.35 +/- 0.14	-6.4 +/- 0.14	D-Sorbitol Reductase	glc_D[c] + h[c] + nadph[c]	->	nadp[c] + sbt_D[c]	Fructose and mannose metabolism	AKR1A1;AKR1B1;AKR7A2
SCP2x	-9.66856667673783	0.147389250508439	0.735217021088498	0.972557428300583	-9.6 +/- 0.9	-9.75 +/- 1.27	Peroxisomal Thiolase 2	2.0 h2o[x] + 3.0 co2[x] + 7.0 dhcholoylcoa[x] + 8.0 coa[x]	->	7.0 dgcholcoa[x] + 8.0 ppcoa[x]	Bile acid synthesis	SCP2
SERALANaEx	7.04248757403005	-0.29812175094002	0.50423771553232	0.932690333429439	6.9 +/- 0.92	7.2 +/- 1.29	L-Alanine/L-Serine Na-Dependent Exchange (Ser-L In)	ala_L[c] + na1[e] + ser_L[e]	->	ala_L[e] + na1[c] + ser_L[c]	Transport, extracellular	SLC1A4;SLC1A5
SERASNNaEx	7.17536469730617	-0.0425888215628607	0.932769532473546	0.992331289744284	7.15 +/- 1.25	7.2 +/- 1.29	L-Serine/L-Asparagine Na-Dependent Exchange (Ser-L In)	asn_L[c] + na1[e] + ser_L[e]	->	asn_L[e] + na1[c] + ser_L[c]	Transport, extracellular	SLC1A5
SERCYSNaEx	6.84600850991097	0.598633168566259	0.287502691091899	0.926470532105121	7.13 +/- 1.63	6.53 +/- 1.1	L-Serine/L-Cysteine Na-Dependent Exchange (Ser-L In)	cys_L[c] + na1[e] + ser_L[e]	->	cys_L[e] + na1[c] + ser_L[c]	Transport, extracellular	SLC1A4;SLC1A5
SERDGLNexR	6.46060751752836	3.59829552044	0.111692668576955	0.926470532105121	8.19 +/- 1.54	4.59 +/- 7.91	D-Serine/Glutamine Reversible Antiport	gln_L[c] + ser_D[e]	<=>	gln_L[e] + ser_D[c]	Transport, extracellular	SLC3A2;SLC7A10
SERDGLYexR	8.13383467861127	0.0335403811153991	0.957908244361227	0.992331289744284	8.15 +/- 1.57	8.12 +/- 1.64	D-Serine/Glycine Reversible Antiport	gly[c] + ser_D[e]	<=>	gly[e] + ser_D[c]	Transport, extracellular	SLC3A2;SLC7A10
SERGLNexR	8.76989017661966	1.42672552235582	0.0222267830058429	0.926470532105121	9.45 +/- 1.25	8.03 +/- 1.71	L-Serine/Glutamine Reversible Antiport	gln_L[c] + ser_L[e]	<=>	gln_L[e] + ser_L[c]	Transport, extracellular	SLC3A2;SLC7A10
SERGLNNaEx	-16.7258592415506	-0.209904541779888	0.44951218771888	0.932690333429439	-16.83 +/- 0.34	-16.62 +/- 0.92	L-Serine/L-Glutamine Na-Dependent Exchange (Ser-L In)	gln_L[c] + na1[e] + ser_L[e]	->	gln_L[e] + na1[c] + ser_L[c]	Transport, extracellular	SLC1A5
SERGLYexR	8.90116168998926	0.0885226637643211	0.889967041558988	0.992331289744284	8.94 +/- 1.6	8.86 +/- 1.63	L-Serine/Glycine Reversible Antiport	gly[c] + ser_L[e]	<=>	gly[e] + ser_L[c]	Transport, extracellular	SLC3A2;SLC7A10
SERLYSNaex	7.90337176740136	-0.123370087029006	0.848045714072308	0.992331289744284	7.84 +/- 1.6	7.97 +/- 1.65	Serine/Lysine Na-Dependent Exchange (Ser In)	lys_L[c] + na1[e] + ser_L[e]	->	lys_L[e] + na1[c] + ser_L[c]	Transport, extracellular	SLC3A1;SLC7A7
SERPT	-14.2509129612795	0.097834575969646	0.434483378880017	0.932690333429439	-14.2 +/- 0.26	-14.3 +/- 0.28	Serine C-Palmitoyltransferase	h[c] + pmtcoa[c] + ser_L[c]	->	3dsphgn[c] + co2[c] + coa[c]	Sphingolipid metabolism	SPTLC1;SPTLC2;SPTLC3
SERt4	-14.7792654150212	0.1366017640492	0.330605296863219	0.926470532105121	-14.71 +/- 0.35	-14.85 +/- 0.26	L-Serine via Sodium Symport	na1[e] + ser_L[e]	->	na1[c] + ser_L[c]	Transport, extracellular	ACE2;SLC38A1;SLC38A2;SLC38A4;SLC6A14;SLC6A19;TMEM27
SERTHRNaEx	-11.2601338347565	-0.021121804825075	0.935978976635304	0.992331289744284	-11.27 +/- 0.53	-11.25 +/- 0.75	L-Serine/L-Threonine Na-Dependent Exchange (Ser-L In)	na1[e] + ser_L[e] + thr_L[c]	->	na1[c] + ser_L[c] + thr_L[e]	Transport, extracellular	SLC1A4;SLC1A5
SERtN1	9.13608679026605	-0.400904628478996	0.489548471419408	0.932690333429439	8.94 +/- 1.6	9.34 +/- 1.28	Serine Transport (Na, H Coupled)	2.0 na1[e] + h[c] + ser_L[e]	<=>	2.0 na1[c] + h[e] + ser_L[c]	Transport, extracellular	SLC38A5
SERtp	-5.42982766801497	0.949963680734592	0.0949382489144032	0.926470532105121	-4.97 +/- 0.24	-5.92 +/- 2	L-Serine Transport, Peroxisomal	ser_L[c]	<=>	ser_L[x]	Transport, peroxisomal	
SFGTH	-12.1422379491786	0.20816736073605	0.61335996837051	0.940066006568942	-12.04 +/- 1.09	-12.25 +/- 0.96	S-Formylglutathione Hydralase	Sfglutth[c] + h2o[c]	->	for[c] + gthrd[c] + h[c]	Tyrosine metabolism	ESD
SMS	-13.8719233215603	0.467312052537382	0.166086533166582	0.926470532105121	-13.65 +/- 0.96	-14.11 +/- 0.63	Sphingomyelin Synthase (Homo Sapiens)	crm_hs[c] + pchol_hs[c]	->	dag_hs[c] + sphmyln_hs[c]	Sphingolipid metabolism	SGMS1
SO4CLtex2	7.81716444809848	0.580936225597322	0.390984131539619	0.932690333429439	8.1 +/- 1.53	7.52 +/- 1.86	Sulfate Transport via Chloride Antiport (2:1)	2.0 so4[e] + cl[c]	->	2.0 so4[c] + cl[e]	Transport, extracellular	SLC26A6
SO4HCOtex	-15.5060102623409	-0.153585199905452	0.311792062249277	0.926470532105121	-15.58 +/- 0.25	-15.43 +/- 0.43	Sulfate Transport via Bicarbonate Antiport	2.0 hco3[c] + so4[e]	->	2.0 hco3[e] + so4[c]	Transport, extracellular	SLC26A1;SLC26A11;SLC26A2;SLC26A3;SLC26A7;SLC26A8;SLC26A9
SO4OXAtex2	5.5828868839502	-0.431451195130711	0.504669164698614	0.932690333429439	5.38 +/- 1.53	5.81 +/- 1.72	Sulfate Transport via Oxalate Antiport (2:1)	2.0 so4[e] + oxa[c]	->	2.0 so4[c] + oxa[e]	Transport, extracellular	SLC26A6
SPODMe	-7.32190597687022	0.214058758507949	0.0520505516690241	0.926470532105121	-7.22 +/- 0.16	-7.43 +/- 0.26	Superoxide Dismutase, Extracellular	2.0 h[e] + 2.0 o2s[e]	->	h2o2[e] + o2[e]	ROS detoxification	SOD3
SPODMm	-10.2446226432978	-1.01984872486906	0.104424909553991	0.926470532105121	-10.73 +/- 1.05	-9.71 +/- 1.94	Superoxide Dismutase	2.0 h[m] + 2.0 o2s[m]	->	h2o2[m] + o2[m]	ROS detoxification	SOD2
SPTix	-5.42982766801497	0.949963680734592	0.0949382489144032	0.926470532105121	-4.97 +/- 0.24	-5.92 +/- 2	Serine-Pyruvate Aminotransferase (Irreversible), Peroxisomal	pyr[x] + ser_L[x]	->	ala_L[x] + hpyr[x]	Glycine, serine, alanine, and threonine metabolism	AGXT
SQLEr	-14.0325754440617	0.0981168748987571	0.434326316572116	0.932690333429439	-13.99 +/- 0.26	-14.08 +/- 0.28	Squalene Epoxidase, Endoplasmic Reticular (NADP)	h[r] + nadph[r] + o2[r] + sql[r]	->	Ssq23epx[r] + h2o[r] + nadp[r]	Cholesterol metabolism	SQLE
SQLSr	-14.2004165695949	0.0906346382715064	0.547630717703781	0.932690333429439	-14.16 +/- 0.34	-14.25 +/- 0.34	Squalene Synthase	2.0 frdp[r] + h[r] + nadph[r]	->	2.0 ppi[r] + nadp[r] + sql[r]	Cholesterol metabolism	FDFT1
SRTNt6_2_r	9.62084768451862	-0.525119029481441	0.157381770052832	0.926470532105121	9.37 +/- 1.23	9.89 +/- 0.25	Seratonin Reversible Transport in via Sodium Symport/Potassium Antiport (1:2)	2.0 k[c] + 2.0 na1[e] + srtn[e]	<=>	2.0 k[e] + 2.0 na1[c] + srtn[c]	Transport, extracellular	SLC6A4
SRTNtu	9.24306035089473	-0.123579938736905	0.820525296587284	0.992331289744284	9.18 +/- 1.45	9.31 +/- 1.28	Serotonin Uniport	srtn[e]	<=>	srtn[c]	Transport, extracellular	SLC22A1;SLC22A2
STCOAtx	-15.5096212339833	0.152719208394767	0.874650063007755	0.992331289744284	-15.44 +/- 2.18	-15.59 +/- 2.71	Fatty Acid Intracellular Transport	stcoa[c]	<=>	stcoa[x]	Transport, peroxisomal	
STRDNCCPT1	-14.8789105740128	0.373295010368034	0.601030250097303	0.933256375219432	-14.7 +/- 1.8	-15.07 +/- 1.79	Carnitine O-Palmitoyltransferase	crn[c] + strdnccoa[c]	<=>	coa[c] + strdnccrn[c]	Fatty acid oxidation	CPT1A;CPT1B;CPT1C
SUCCt2m	8.59666816282127	-0.0117876394788805	0.98611237582714	0.994731425972756	8.59 +/- 1.56	8.6 +/- 1.86	Succinate Transport, Mitochondrial	pi[m] + succ[c]	<=>	pi[c] + succ[m]	Transport, mitochondrial	SLC25A10
